순위,영화명,개봉일,매출액,관객수,스크린수,대표국적,국적,배급사
249,마이 웨이,40898 ,15994803000 ,2142622 ,645 ,한국,"한국,일본,중국","에스케이플래닛(주),(주)씨제이이엔엠"
250,나의 사랑 나의 신부,41920 ,16636404305 ,2141155 ,629 ,한국,한국,씨네그루(주)다우기술
251,범죄의 재구성,38092 ,0 ,2129358 ,50 ,한국,한국,(주)쇼박스
252,사랑,39344 ,0 ,2123815 ,78 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
253,세븐 데이즈,39400 ,38146000 ,2120741 ,297 ,한국,한국,(주)프라임엔터테인먼트
254,굿바이 싱글,42550 ,16912706195 ,2108273 ,841 ,한국,한국,(주)쇼박스
255,사생결단,38834 ,0 ,2104716 ,78 ,한국,한국,(주)씨제이이엔엠
256,몽타주,41410 ,15002458500 ,2095592 ,540 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
257,색즉시공 시즌2,39428 ,511288500 ,2088134 ,89 ,한국,한국,CJ ENM
258,명당,43362 ,17900775524 ,2087474 ,1117 ,한국,한국,플러스엠 엔터테인먼트
259,내부자들: 디 오리지널,42369 ,16973885275 ,2083999 ,838 ,한국,한국,(주)쇼박스
260,쩨쩨한 로맨스,40513 ,15901620661 ,2080574 ,463 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
261,청춘만화,38799 ,0 ,2066354 ,86 ,한국,한국,(주)쇼박스
262,눈에는 눈 이에는 이,39660 ,13414023500 ,2058764 ,445 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
263,비상선언,44776 ,20926361328 ,2058762 ,1734 ,한국,한국,(주)쇼박스
264,뷰티 인사이드,42236 ,16155795131 ,2054297 ,648 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
265,봉이 김선달,42557 ,16227052642 ,2051277 ,942 ,한국,한국,(주)씨제이이엔엠
266,아라한 장풍대작전,38107 ,0 ,2050000 ,87 ,한국,한국,(주)시네마서비스
267,비열한 거리,38883 ,0 ,2047808 ,82 ,한국,한국,CJ ENM
268,천문: 하늘에 묻는다,43825 ,16502543020 ,2000490 ,1198 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
269,시실리 2km,38212 ,0 ,1987380 ,36 ,한국,한국,(주)쇼박스
270,육사오(6/45),44797 ,19791166880 ,1980769 ,1159 ,한국,한국,"(주)홈초이스,(주)싸이더스"
271,남자가 사랑할 때,41661 ,14510222300 ,1979311 ,531 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
272,효자동 이발사,38112 ,0 ,1972377 ,65 ,한국,한국,(주)쇼박스
273,협상,43362 ,17032133166 ,1967721 ,919 ,한국,한국,(주)씨제이이엔엠
274,가족,38233 ,0 ,1932304 ,44 ,한국,한국,(주)튜브엔터테인먼트
275,애자,40065 ,13785879439 ,1922634 ,262 ,한국,한국,(주)시너지하우스 (시너지)
276,내안의 그놈,43474 ,16412116567 ,1916855 ,1041 ,한국,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온"
277,잠복근무,38428 ,0 ,1914941 ,64 ,한국,한국,(주)쇼박스
278,그림자 살인,39905 ,12805808556 ,1914779 ,387 ,한국,한국,CJ ENM
279,#살아있다,44006 ,15965329900 ,1903703 ,1882 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
280,헤어질 결심,44741 ,19642291589 ,1893954 ,1374 ,한국,한국,(주)씨제이이엔엠
281,오늘의 연애,42018 ,14924654487 ,1891993 ,709 ,한국,한국,(주)씨제이이엔엠
282,글러브,40563 ,13757574500 ,1888100 ,605 ,한국,한국,CJ ENM
283,라디오 스타,38988 ,0 ,1879501 ,72 ,한국,한국,(주)시네마서비스
284,해결사,40430 ,14063913437 ,1873327 ,524 ,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브"
285,코리아,41032 ,13448848500 ,1872681 ,537 ,한국,한국,(주)씨제이이엔엠
286,아이들...,40591 ,13579712500 ,1867849 ,504 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
287,연애의 온도,41354 ,13798864446 ,1865195 ,567 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
288,마약왕,43453 ,16222446942 ,1864076 ,1297 ,한국,한국,(주)쇼박스
289,구세주,38764 ,0 ,1858668 ,54 ,한국,한국,쇼이스트(주)
290,조폭마누라2-돌아온 전설,37869 ,,1858077 ,55 ,한국,한국,CJ ENM
291,노무현입니다,42880 ,14554935612 ,1854867 ,775 ,한국,한국,"CGV아트하우스,영화사 풀"
292,집으로 가는 길,41619 ,13048519745 ,1854625 ,740 ,한국,한국,(주)씨제이이엔엠
293,악마를 보았다,40402 ,14148937025 ,1848418 ,494 ,한국,한국,(주)쇼박스
294,바람피기 좋은 날,39121 ,0 ,1847875 ,95 ,한국,한국,(주)시네마서비스
295,나의 PS 파트너,41249 ,13896872616 ,1831725 ,552 ,한국,한국,(주)씨제이이엔엠
296,뺑반,43495 ,15222811848 ,1826714 ,1285 ,한국,한국,(주)쇼박스
297,흡혈형사 나도열,38757 ,0 ,1824822 ,70 ,한국,한국,(주)쇼박스
298,변신,43698 ,15417922925 ,1804112 ,975 ,한국,한국,(주)에이스메이커무비웍스
299,차우,40009 ,12676951144 ,1799356 ,397 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
300,목포는 항구다,38037 ,0 ,1795700 ,32 ,한국,한국,코리아픽쳐스(주)
301,강철비2: 정상회담,44041 ,14655366110 ,1790797 ,2137 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
302,아내가 결혼했다,39744 ,11995855000 ,1788748 ,414 ,한국,한국,CJ ENM
303,여고괴담 세번째 이야기: 여우계단,37834 ,0 ,1784479 ,44 ,한국,한국,(주)시네마서비스
304,공범,41571 ,12333110882 ,1766285 ,611 ,한국,한국,(주)씨제이이엔엠
305,대호,42354 ,13489904632 ,1762742 ,892 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
306,제보자,41914 ,13515762802 ,1755181 ,676 ,한국,한국,플러스엠 엔터테인먼트
307,바람난 가족,37847 ,,1748258 ,32 ,한국,한국,영화사청어람(주)
308,거룩한 계보,39009 ,0 ,1744677 ,94 ,한국,한국,CJ ENM
309,전설의 주먹,41374 ,12777314500 ,1744585 ,724 ,한국,한국,(주)씨제이이엔엠
310,연애의 목적,38513 ,0 ,1735977 ,75 ,한국,한국,CJ ENM
311,엽기적인 그녀,37098 ,0 ,1735692 ,0 ,한국,한국,"이언픽쳐스,(주)시네마서비스"
312,주먹이 운다(Crying Fist),38443 ,0 ,1728477 ,71 ,한국,한국,쇼이스트(주)
313,러브픽션,40968 ,13200412500 ,1726202 ,617 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
314,담보,44103 ,14749476550 ,1719592 ,1342 ,한국,한국,(주)씨제이이엔엠
315,평양성,40570 ,12684530500 ,1717566 ,451 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
316,파파로티,41347 ,11825934000 ,1716429 ,552 ,한국,한국,(주)쇼박스
317,쎄시봉,42040 ,13570381911 ,1714803 ,829 ,한국,한국,(주)씨제이이엔엠
318,밀양,39225 ,0 ,1710364 ,83 ,한국,한국,(주)시네마서비스
319,님은 먼 곳에,39653 ,11211235000 ,1706576 ,499 ,한국,"한국,태국",(주)쇼박스
320,품행제로,37616 ,0 ,1694637 ,29 ,한국,한국,영화사청어람(주)
321,조폭마누라3,39079 ,0 ,1690465 ,71 ,한국,"한국,홍콩",(주)쇼박스
322,불꽃처럼 나비처럼,40080 ,12447633504 ,1690294 ,437 ,한국,한국,(주)쇼박스
323,알포인트,38219 ,0 ,1689000 ,42 ,한국,한국,(주)시네마서비스
324,피끓는 청춘,41661 ,11688382888 ,1676040 ,679 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
325,PMC: 더 벙커,43460 ,14024838424 ,1671548 ,1081 ,한국,한국,(주)씨제이이엔엠
326,공모자들,41150 ,12240964500 ,1646142 ,496 ,한국,한국,"씨너스엔터테인먼트(주),타임스토리그룹(주)"
327,그대를 사랑합니다,40591 ,12040035000 ,1645126 ,242 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
328,인질,44426 ,15585244870 ,1638439 ,1288 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
329,임금님의 사건수첩,42851 ,12648793723 ,1634403 ,1054 ,한국,한국,(주)씨제이이엔엠
330,고死 : 피의 중간고사,39667 ,10299976000 ,1634051 ,270 ,한국,한국,에스케이텔레콤(주)
331,걸캅스,43594 ,13807476134 ,1628963 ,973 ,한국,한국,(주)씨제이이엔엠
332,두근두근 내 인생,41885 ,12291081634 ,1624601 ,629 ,한국,한국,(주)씨제이이엔엠
333,권순분여사 납치사건,39337 ,0 ,1619190 ,86 ,한국,한국,(주)시네마서비스
334,우아한 거짓말,41711 ,11727360300 ,1618988 ,555 ,한국,한국,CGV아트하우스
335,무방비도시,39457 ,10591349944 ,1613728 ,336 ,한국,한국,CJ ENM
336,하울링,40955 ,11765293500 ,1612554 ,550 ,한국,한국,(주)씨제이이엔엠
337,복면달호,39127 ,0 ,1611192 ,64 ,한국,한국,㈜스튜디오이쩜영
338,사자,43677 ,12917306145 ,1609737 ,1405 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
339,신라의 달밤,37065 ,0 ,1608211 ,0 ,한국,한국,(주)시네마서비스
340,가문의 영광,37511 ,,1605775 ,45 ,한국,한국,(주)시네마서비스
341,창궐,43398 ,13275772490 ,1599290 ,1351 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
342,더 폰,42299 ,12309164568 ,1593694 ,794 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
343,성난황소,43426 ,13236490737 ,1593386 ,1010 ,한국,한국,(주)쇼박스
344,간 큰 가족,38512 ,0 ,1593038 ,75 ,한국,한국,(주)쇼박스
345,집으로...,37350 ,,1576943 ,32 ,한국,한국,"(주)팝엔터테인먼트,CJ ENM"
346,와일드 카드,37757 ,0 ,1571931 ,47 ,한국,한국,(주)시네마서비스
347,삼진그룹 영어토익반,44125 ,13985885870 ,1571774 ,1615 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
348,무적자,40437 ,11816488677 ,1571432 ,416 ,한국,"한국,홍콩,일본,태국",CJ ENM
349,원스어폰어타임,39478 ,10180143111 ,1562486 ,315 ,한국,한국,(유)씨에이치엔터테인먼트
350,야수와 미녀,38652 ,0 ,1561282 ,54 ,한국,한국,(주)쇼박스
351,도어락,43439 ,12803157486 ,1561258 ,954 ,한국,한국,플러스엠 엔터테인먼트
352,마파도2,39100 ,0 ,1560297 ,66 ,한국,한국,CJ ENM
353,용의자X,41200 ,11241013000 ,1552055 ,553 ,한국,한국,(주)씨제이이엔엠
354,도굴,44139 ,13960989670 ,1545281 ,1635 ,한국,한국,(주)씨제이이엔엠
355,클래식,37651 ,,1545107 ,49 ,한국,한국,(주)시네마서비스
356,해바라기,39044 ,0 ,1543429 ,64 ,한국,한국,(주)쇼박스
357,외계+인 1부,44762 ,15987826548 ,1538504 ,1959 ,한국,한국,(주)씨제이이엔엠
358,정직한 후보,43873 ,12834858530 ,1535630 ,1187 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
359,유감스러운 도시,39835 ,10300187478 ,1534911 ,375 ,한국,한국,CJ ENM
360,작전,39856 ,10198304795 ,1534407 ,393 ,한국,한국,(주)쇼박스
361,S 다이어리,38282 ,0 ,1531840 ,58 ,한국,한국,"CJ ENM,아이러브시네마"
362,중천,39072 ,0 ,1531220 ,87 ,한국,"한국,중국",CJ ENM
363,내사랑 싸가지,38002 ,0 ,1513000 ,33 ,한국,한국,(주)시네마서비스
364,퍼펙트 게임,40898 ,11220408500 ,1507084 ,413 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
365,리틀 포레스트,43159 ,11924818185 ,1505560 ,884 ,한국,한국,플러스엠 엔터테인먼트
366,더 게임,39477 ,9869346557 ,1496214 ,339 ,한국,한국,
367,부라더,43041 ,11783109998 ,1492903 ,889 ,한국,한국,플러스엠 엔터테인먼트
368,영웅,44916 ,14534313323 ,1487686 ,1314 ,한국,한국,(주)씨제이이엔엠
369,B형 남자친구,38386 ,0 ,1485454 ,47 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
370,나의 특별한 형제,43586 ,12081618074 ,1478156 ,936 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
371,해무(海霧),41864 ,11706502519 ,1475472 ,584 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
372,차이나타운,42123 ,11989400678 ,1472006 ,551 ,한국,한국,CGV아트하우스
373,스윙키즈,43453 ,12081264892 ,1471247 ,984 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
374,홀리데이,38736 ,0 ,1458896 ,42 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
375,각설탕,38939 ,0 ,1446820 ,65 ,한국,한국,CJ ENM
376,인간중독,41773 ,11284787400 ,1441964 ,682 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
377,궁녀,39373 ,0 ,1438531 ,83 ,한국,한국,(주)시네마서비스
378,주홍글씨,38289 ,0 ,1437549 ,76 ,한국,한국,(주)쇼박스
379,탐정 홍길동: 사라진 마을,42494 ,11514389845 ,1430666 ,764 ,한국,한국,(주)씨제이이엔엠
380,보이스,44454 ,14025546720 ,1426357 ,1296 ,한국,한국,(주)씨제이이엔엠
381,런닝맨,41368 ,10060239500 ,1422844 ,567 ,한국,"한국,미국",이십세기폭스코리아(주)
382,조폭마누라,37161 ,0 ,1419972 ,0 ,한국,한국,
383,검은 집,39254 ,0 ,1408882 ,71 ,한국,한국,CJ ENM
384,구르믈 버서난 달처럼,40296 ,10408565262 ,1407681 ,509 ,한국,한국,에스케이텔레콤(주)
385,허브,39093 ,0 ,1406199 ,57 ,한국,한국,(주)쇼박스
386,똥개,37818 ,0 ,1394000 ,39 ,한국,한국,쇼이스트(주)
387,기억의 밤,43068 ,10652346660 ,1387599 ,751 ,한국,한국,"플러스엠 엔터테인먼트,주식회사 키위컴퍼니"
388,골든슬럼버,43145 ,11412768798 ,1387508 ,833 ,한국,한국,(주)씨제이이엔엠
389,역도산,38336 ,0 ,1386179 ,70 ,한국,한국,CJ ENM
390,브이아이피,42970 ,10956621835 ,1373316 ,996 ,한국,한국,워너브러더스 코리아(주)
391,분홍신,38533 ,0 ,1371122 ,54 ,한국,한국,(주)쇼박스
392,특별시민,42851 ,10494768945 ,1362634 ,1154 ,한국,한국,(주)쇼박스
393,차형사,41059 ,9752555296 ,1346754 ,433 ,한국,한국,(주)씨제이이엔엠
394,은교,41024 ,9917728000 ,1346274 ,521 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
395,궁합,43159 ,10478875438 ,1340117 ,966 ,한국,한국,(주)씨제이이엔엠
396,해적: 도깨비 깃발,44587 ,12523963990 ,1339242 ,1708 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
397,미스터 고,41472 ,9337990000 ,1328890 ,840 ,한국,"한국,중국",(주)쇼박스
398,청담보살,40128 ,9687687439 ,1321005 ,404 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
399,사라진 밤,43166 ,10697981316 ,1315726 ,925 ,한국,한국,(주)키다리이엔티
400,싸움의 기술,38722 ,0 ,1313727 ,54 ,한국,한국,CJ ENM
401,간첩,41172 ,9316548500 ,1310895 ,576 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
402,영화는 영화다,39702 ,8943849000 ,1307688 ,326 ,한국,한국,㈜스튜디오이쩜영
403,장산범,42964 ,10341783083 ,1306438 ,711 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
404,만남의 광장,39309 ,0 ,1306434 ,52 ,한국,한국,(주)쇼박스
405,못말리는 결혼,39212 ,0 ,1304431 ,70 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
406,최강로맨스,39107 ,0 ,1299274 ,51 ,한국,한국,(주)쇼박스
407,킹콩을 들다,39995 ,8597263166 ,1277800 ,411 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
408,"달마야, 서울 가자",38177 ,0 ,1272000 ,54 ,한국,한국,(주)시네마서비스
409,달콤한 인생,38443 ,0 ,1271595 ,82 ,한국,한국,CJ ENM
410,클로젯,43866 ,10971962280 ,1270835 ,1197 ,한국,한국,(주)씨제이이엔엠
411,황진이,39239 ,0 ,1270644 ,106 ,한국,한국,(주)시네마서비스
412,이장과 군수,39170 ,0 ,1269142 ,65 ,한국,한국,CJ ENM
413,즐거운 인생,39338 ,0 ,1263835 ,82 ,한국,한국,CJ ENM
414,미스터 소크라테스,38666 ,0 ,1261965 ,52 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
415,브로커,44720 ,12586786030 ,1261131 ,1594 ,한국,한국,(주)씨제이이엔엠
416,달마야 놀자,37203 ,0 ,1253075 ,0 ,한국,한국,
417,간기남,41010 ,9356404500 ,1246185 ,356 ,한국,한국,(주)쇼박스
418,유열의 음악앨범,43705 ,10233455040 ,1245532 ,1078 ,한국,한국,CGV아트하우스
419,신부수업,38204 ,0 ,1242476 ,56 ,한국,한국,코리아픽쳐스(주)
420,특별수사: 사형수의 편지,42537 ,9929947065 ,1241899 ,691 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
421,퍼펙트맨,43740 ,10311352770 ,1240022 ,894 ,한국,한국,(주)쇼박스
422,행복,39358 ,0 ,1239789 ,89 ,한국,한국,(주)쇼박스
423,육혈포 강도단,40255 ,8784927671 ,1233582 ,319 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
424,천군,38548 ,0 ,1232992 ,58 ,한국,한국,(주)쇼박스
425,텔미썸딩,36477 ,0 ,1230000 ,0 ,한국,한국,(주)시네마서비스
426,오케이 마담,44055 ,10979887910 ,1228685 ,1288 ,한국,한국,플러스엠 엔터테인먼트
427,심야의 F.M.,40465 ,9328562568 ,1228673 ,422 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
428,두사부일체,37233 ,0 ,1228142 ,0 ,한국,한국,CJ ENM
429,해치지않아,43845 ,10282332090 ,1224726 ,1216 ,한국,한국,(주)에이스메이커무비웍스
430,찌라시: 위험한 소문,41690 ,9111648087 ,1221420 ,560 ,한국,한국,(주)씨제이이엔엠
431,결혼전야,41599 ,8444337719 ,1214836 ,524 ,한국,한국,씨너스엔터테인먼트(주)
432,깡철이,41549 ,8572344462 ,1209363 ,707 ,한국,한국,(주)씨제이이엔엠
433,악녀,42894 ,9739662144 ,1208081 ,685 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
434,인사동 스캔들,39932 ,7900084842 ,1206101 ,314 ,한국,한국,에스케이텔레콤(주)
435,해빙,42795 ,9905406822 ,1204600 ,915 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
436,그녀를 믿지 마세요,38037 ,0 ,1204000 ,43 ,한국,한국,(주)시네마서비스
437,형사 Duelist,38603 ,0 ,1203146 ,88 ,한국,한국,코리아픽쳐스(주)
438,시간이탈자,42473 ,9731838195 ,1202384 ,733 ,한국,한국,(주)씨제이이엔엠
439,R2B: 리턴투베이스,41136 ,8602921371 ,1201944 ,539 ,한국,한국,(주)씨제이이엔엠
440,더 웹툰: 예고살인,41452 ,8534322070 ,1201033 ,541 ,한국,한국,(주)씨제이이엔엠
441,생일,43558 ,9879762840 ,1196694 ,862 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
442,짝패,38862 ,0 ,1196520 ,50 ,한국,한국,CJ ENM
443,바람 바람 바람,43195 ,9784385375 ,1194229 ,985 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
444,파송송 계란탁,38401 ,0 ,1193150 ,48 ,한국,한국,CJ ENM
445,몽정기2,38366 ,0 ,1188815 ,41 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
446,"힘을 내요, 미스터 리",43719 ,9930518906 ,1181960 ,990 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
447,빅매치,41970 ,8952096578 ,1177438 ,627 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
448,여선생 VS 여제자,38308 ,0 ,1175580 ,55 ,한국,한국,CJ ENM
449,서양 골동 양과자점 앤티크,39765 ,7367880833 ,1173310 ,451 ,한국,한국,"오퍼스픽쳐스(유),(주)쇼박스"
450,인생은 아름다워,44832 ,10898038019 ,1171602 ,1285 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
451,슬로우 비디오,41914 ,8913092219 ,1169562 ,618 ,한국,한국,이십세기폭스코리아(주)
452,동주,42417 ,8870143589 ,1169335 ,499 ,한국,한국,플러스엠 엔터테인먼트
453,"당신, 거기 있어줄래요",42718 ,9361133648 ,1168625 ,767 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
454,돈의 맛,41046 ,8780178611 ,1166018 ,643 ,한국,"한국,필리핀","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
455,장수상회,42103 ,8729412643 ,1163575 ,688 ,한국,한국,(주)씨제이이엔엠
456,연애술사,38492 ,0 ,1163274 ,55 ,한국,한국,CJ ENM
457,공공의 적,37280 ,,1161500 ,54 ,한국,한국,(주)시네마서비스
458,가문의 영광5 - 가문의 귀환,41262 ,8330342500 ,1160021 ,447 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
459,항거:유관순 이야기,43523 ,9290065101 ,1157707 ,1094 ,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
460,미씽: 사라진 여자,42704 ,8881616256 ,1153109 ,790 ,한국,한국,플러스엠 엔터테인먼트
461,용서는 없다,40185 ,8737627361 ,1144238 ,334 ,한국,한국,(주)시네마서비스
462,"안녕, 형아",38499 ,0 ,1143136 ,45 ,한국,한국,(주)시네마서비스
463,고령화 가족,41403 ,8169492153 ,1141222 ,583 ,한국,한국,(주)씨제이이엔엠
464,장사리 : 잊혀진 영웅들,43733 ,8997921050 ,1140876 ,1090 ,한국,한국,워너브러더스 코리아(주)
465,김종욱 찾기,40520 ,8271660983 ,1130638 ,442 ,한국,한국,CJ ENM
466,하루,42901 ,9072737842 ,1129609 ,781 ,한국,한국,CGV아트하우스
467,챔피언,43221 ,9471138230 ,1128774 ,874 ,한국,한국,워너브러더스 코리아(주)
468,성난 변호사,42285 ,8723650039 ,1128288 ,607 ,한국,한국,(주)씨제이이엔엠
469,6년째 연애중,39483 ,7460438000 ,1123294 ,327 ,한국,한국,(주)스튜디오210
470,아랑,38896 ,0 ,1122399 ,46 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
471,특수본,40871 ,8096052500 ,1118258 ,471 ,한국,한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
472,회사원,41193 ,8321175000 ,1110523 ,549 ,한국,한국,(주)쇼박스
473,간신,42145 ,8946842910 ,1110246 ,697 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
474,령,38155 ,0 ,1108769 ,35 ,한국,한국,(주)쇼박스
475,베스트셀러,40283 ,8110824681 ,1099665 ,317 ,한국,한국,(주)시너지하우스 (시너지)
476,지금 사랑하는 사람과 살고 있습니까?,39309 ,0 ,1095119 ,76 ,한국,한국,(주)시네마서비스
477,롱 리브 더 킹: 목포 영웅,43635 ,9228798910 ,1094404 ,965 ,한국,한국,"플러스엠 엔터테인먼트,(주)콘텐츠지오"
478,그때 그 사람들,38386 ,0 ,1083962 ,45 ,한국,한국,(주)엠케이픽처스
479,내 남자의 로맨스,38184 ,0 ,1083556 ,47 ,한국,한국,CJ ENM
480,오! 해피데이,37729 ,0 ,1073230 ,47 ,한국,한국,(주)시네마서비스
481,오빠생각,42390 ,8058857287 ,1069436 ,855 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
482,새드무비,38645 ,0 ,1066765 ,87 ,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,아이러브시네마"
483,"날, 보러와요",42467 ,8836039063 ,1063421 ,683 ,한국,한국,플러스엠 엔터테인먼트
484,수상한 고객들,40647 ,7953428000 ,1059350 ,411 ,한국,한국,(주)씨제이이엔엠
485,남극일기,38491 ,0 ,1057311 ,78 ,한국,한국,(주)쇼박스
486,동창생,41584 ,7010197126 ,1048280 ,660 ,한국,한국,(주)쇼박스
487,시크릿,40150 ,7979591607 ,1046787 ,397 ,한국,한국,CJ ENM
488,그놈이다,42305 ,8098811152 ,1046313 ,681 ,한국,한국,CGV아트하우스
489,마음이...,39016 ,0 ,1042166 ,66 ,한국,한국,(주)쇼박스
490,점박이:한반도의 공룡3D,40934 ,9621468000 ,1040636 ,457 ,한국,한국,(주)씨제이이엔엠
491,서편제,34069 ,0 ,1035741 ,16 ,한국,한국,
492,파괴된 사나이,40360 ,7820538614 ,1030285 ,190 ,한국,한국,(주)시너지하우스 (시너지)
493,오직 그대만,40836 ,7591008500 ,1027622 ,435 ,한국,한국,(주)쇼박스
494,이중간첩,37645 ,0 ,1025928 ,53 ,한국,한국,(주)쇼박스
495,우아한 세계,39177 ,0 ,1025781 ,103 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
496,김관장 대 김관장 대 김관장,39121 ,0 ,1025618 ,76 ,한국,한국,(주)쇼박스
497,데이지,38785 ,0 ,1023096 ,90 ,한국,"한국,네덜란드,홍콩",(주)쇼박스
498,야수,38729 ,0 ,1016152 ,87 ,한국,한국,(주)쇼박스
499,심장이 뛴다,40548 ,7538083500 ,1006947 ,445 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
500,분신사바,38204 ,0 ,1001125 ,40 ,한국,한국,브에나비스타인터내셔널코리아
501,염력,43131 ,7484644112 ,990104 ,1099 ,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
502,방황하는 칼날,41739 ,7828526800 ,989881 ,594 ,한국,한국,(주)씨제이이엔엠
503,강력 3반,38624 ,0 ,989573 ,41 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
504,방가? 방가!,40451 ,7129363141 ,989021 ,259 ,한국,한국,(주)시너지하우스 (시너지)
505,미쓰 와이프,42229 ,7387086869 ,988451 ,437 ,한국,한국,플러스엠 엔터테인먼트
506,시체가 돌아왔다,40997 ,7360631000 ,986923 ,435 ,한국,한국,(주)씨제이이엔엠
507,원더풀 라디오,40913 ,7255598000 ,986287 ,474 ,한국,한국,(주)쇼박스
508,전국노래자랑,41395 ,6685476000 ,977873 ,581 ,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
509,내 사랑,39434 ,432940833 ,977401 ,56 ,한국,한국,(주)쇼박스
